param sigma
53 14 23.15
53 15 23.42
53 16 23.66
53 17 23.86
53 18 24.00
53 19 24.08
53 20 24.03
53 21 23.73
53 22 22.89
53 23 12.93
53 24 13.94
53 25 14.99
53 26 16.05
53 27 17.10
53 28 18.14
53 29 19.17
53 30 20.18
53 31 21.19
53 32 22.18
53 33 23.16
53 34 24.14
53 35 25.11
53 36 26.07
53 37 27.03
53 38 27.99
53 39 28.96
53 40 29.93
53 41 30.93
53 42 31.99
53 43 33.26
53 44 9.75
53 45 8.45
53 46 7.27
53 47 6.16
53 48 5.09
53 49 4.04
53 50 3.02
53 51 2.00
53 52 1.00
53 53 0.00
53 54 1.00
53 55 2.01
53 56 3.02
53 57 4.04
53 58 5.09
53 59 6.16
53 60 7.27
53 61 8.45
53 62 9.75
53 63 11.31
53 64 13.60
53 65 11.56
54 1 22.69
54 2 17.77
54 3 18.79
54 4 19.60
54 5 20.28
54 6 20.88
54 7 21.42
54 8 21.91
54 9 22.36
54 10 22.78
54 11 23.17
54 12 23.52
54 13 23.85
54 14 24.15
54 15 24.42
54 16 24.66
54 17 24.86
54 18 25.00
54 19 25.06
54 20 25.01
54 21 24.68
54 22 23.81
54 23 13.46
54 24 14.40
54 25 15.41
54 26 16.43
54 27 17.46
54 28 18.49
54 29 19.51
54 30 20.53
54 31 21.53
54 32 22.53
54 33 23.52
54 34 24.51
54 35 25.49
54 36 26.46
54 37 27.44
54 38 28.42
54 39 29.40
54 40 30.40
54 41 31.42
54 42 32.52
54 43 33.86
54 44 10.67
54 45 9.40
54 46 8.23
54 47 7.13
54 48 6.07
54 49 5.03
54 50 4.01
54 51 3.00
54 52 2.00
54 53 1.00
54 54 0.00
54 55 1.01
54 56 2.02
54 57 3.05
54 58 4.10
54 59 5.18
54 60 6.31
54 61 7.50
54 62 8.82
54 63 10.42
54 64 12.78
54 65 11.26
55 1 23.67
55 2 18.58
55 3 19.63
55 4 20.46
55 5 21.17
55 6 21.79
55 7 22.35
55 8 22.85
55 9 23.32
55 10 23.75
55 11 24.14
55 12 24.51
55 13 24.84
55 14 25.15
55 15 25.43
55 16 25.66
55 17 25.86
55 18 26.00
55 19 26.07
55 20 26.00
55 21 25.66
55 22 24.76
55 23 13.98
55 24 14.85
55 25 15.81
55 26 16.80
55 27 17.81
55 28 18.83
55 29 19.84
55 30 20.85
55 31 21.86
55 32 22.86
55 33 23.85
55 34 24.84
55 35 25.83
55 36 26.82
55 37 27.81
55 38 28.80
55 39 29.81
55 40 30.83
55 41 31.88
55 42 33.02
55 43 34.42
55 44 11.57
55 45 10.33
55 46 9.19
55 47 8.10
55 48 7.05
55 49 6.02
55 50 5.00
55 51 4.00
55 52 3.00
55 53 2.01
55 54 1.01
55 55 0.00
55 56 1.02
55 57 2.05
55 58 3.10
55 59 4.19
55 60 5.33
55 61 6.53
55 62 7.87
55 63 9.51
55 64 11.95
55 65 10.98
56 1 24.64
56 2 19.37
56 3 20.45
56 4 21.31
56 5 22.04
56 6 22.68
56 7 23.26
56 8 23.78
56 9 24.26
56 10 24.70
56 11 25.11
56 12 25.49
56 13 25.83
56 14 26.15
56 15 26.43
56 16 26.67
56 17 26.87
56 18 27.02
56 19 27.08
56 20 27.02
56 21 26.67
56 22 25.74
56 23 14.50
56 24 15.30
56 25 16.21
56 26 17.17
56 27 18.15
56 28 19.15
56 29 20.15
56 30 21.15
56 31 22.15
56 32 23.15
56 33 24.15
56 34 25.15
56 35 26.15
56 36 27.15
56 37 28.15
56 38 29.16
56 39 30.18
56 40 31.22
56 41 32.30
56 42 33.48
56 43 34.94
56 44 12.48
56 45 11.26
56 46 10.14
56 47 9.06
56 48 8.02
56 49 7.01
56 50 6.00
56 51 5.00
56 52 4.01
56 53 3.02
56 54 2.02
56 55 1.02
56 56 0.00
56 57 1.03
56 58 2.09
56 59 3.19
56 60 4.33
56 61 5.55
56 62 6.91
56 63 8.58
56 64 11.09
56 65 10.70
57 1 25.61
57 2 20.15
57 3 21.26
57 4 22.14
57 5 22.90
57 6 23.56
57 7 24.16
57 8 24.70
57 9 25.19
57 10 25.65
57 11 26.07
57 12 26.46
57 13 26.82
57 14 27.15
57 15 27.44
57 16 27.69
57 17 27.90
57 18 28.05
57 19 28.11
57 20 28.05
57 21 27.70
57 22 26.76
57 23 15.01
57 24 15.74
57 25 16.59
57 26 17.51
57 27 18.47
57 28 19.44
57 29 20.43
57 30 21.43
57 31 22.42
57 32 23.42
57 33 24.42
57 34 25.42
57 35 26.43
57 36 27.44
57 37 28.45
57 38 29.47
57 39 30.51
57 40 31.58
57 41 32.68
57 42 33.90
57 43 35.43
57 44 13.38
57 45 12.19
57 46 11.09
57 47 10.03
57 48 9.01
57 49 8.00
57 50 7.00
57 51 6.02
57 52 5.03
57 53 4.04
57 54 3.05
57 55 2.05
57 56 1.03
57 57 0.00
57 58 1.06
57 59 2.16
57 60 3.31
57 61 4.54
57 62 5.91
57 63 7.62
57 64 10.20
57 65 10.43
58 1 26.57
58 2 20.91
58 3 22.05
58 4 22.96
58 5 23.74
58 6 24.43
58 7 25.05
58 8 25.61
58 9 26.12
58 10 26.60
58 11 27.03
58 12 27.44
58 13 27.81
58 14 28.15
58 15 28.45
58 16 28.71
58 17 28.93
58 18 29.09
58 19 29.16
58 20 29.11
58 21 28.76
58 22 27.82
58 23 15.51
58 24 16.17
58 25 16.97
58 26 17.84
58 27 18.77
58 28 19.72
58 29 20.69
58 30 21.67
58 31 22.66
58 32 23.66
58 33 24.66
58 34 25.66
58 35 26.67
58 36 27.69
58 37 28.71
58 38 29.75
58 39 30.81
58 40 31.89
58 41 33.03
58 42 34.28
58 43 35.88
58 44 14.28
58 45 13.12
58 46 12.04
58 47 11.01
58 48 10.00
58 49 9.01
58 50 8.02
58 51 7.04
58 52 6.07
58 53 5.09
58 54 4.10
58 55 3.10
58 56 2.09
58 57 1.06
58 58 0.00
58 59 1.10
58 60 2.25
58 61 3.49
58 62 4.88
58 63 6.62
58 64 9.27
58 65 10.18
59 1 27.54
59 2 21.66
59 3 22.83
59 4 23.77
59 5 24.58
59 6 25.29
59 7 25.93
59 8 26.51
59 9 27.05
59 10 27.54
59 11 28.00
59 12 28.42
59 13 28.80
59 14 29.16
59 15 29.47
59 16 29.75
59 17 29.98
59 18 30.15
59 19 30.24
59 20 30.19
59 21 29.85
59 22 28.92
59 23 16.01
59 24 16.58
59 25 17.32
59 26 18.15
59 27 19.04
59 28 19.97
59 29 20.92
59 30 21.89
59 31 22.87
59 32 23.86
59 33 24.85
59 34 25.86
59 35 26.87
59 36 27.90
59 37 28.93
59 38 29.98
59 39 31.05
59 40 32.16
59 41 33.32
59 42 34.62
59 43 36.29
59 44 15.18
59 45 14.06
59 46 13.01
59 47 12.00
59 48 11.01
59 49 10.03
59 50 9.06
59 51 8.10
59 52 7.13
59 53 6.16
59 54 5.18
59 55 4.19
59 56 3.19
59 57 2.16
59 58 1.10
59 59 0.00
59 60 1.16
59 61 2.41
59 62 3.81
59 63 5.58
59 64 8.28
59 65 9.93
60 1 28.52
60 2 22.40
60 3 23.60
60 4 24.57
60 5 25.40
60 6 26.14
60 7 26.80
60 8 27.41
60 9 27.97
60 10 28.48
60 11 28.96
60 12 29.40
60 13 29.81
60 14 30.18
60 15 30.51
60 16 30.81
60 17 31.05
60 18 31.24
60 19 31.34
60 20 31.31
60 21 30.99
60 22 30.07
60 23 16.49
60 24 16.98
60 25 17.66
60 26 18.44
60 27 19.28
60 28 20.18
60 29 21.10
60 30 22.05
60 31 23.02
60 32 24.00
60 33 25.00
60 34 26.00
60 35 27.02
60 36 28.05
60 37 29.09
60 38 30.15
60 39 31.24
60 40 32.36
60 41 33.55
60 42 34.89
60 43 36.64
60 44 16.10
60 45 15.02
60 46 14.00
60 47 13.01
60 48 12.05
60 49 11.09
60 50 10.14
60 51 9.19
60 52 8.23
60 53 7.27
60 54 6.31
60 55 5.33
60 56 4.33
60 57 3.31
60 58 2.25
60 59 1.16
60 60 0.00
60 61 1.25
60 62 2.67
60 63 4.46
60 64 7.23
60 65 9.68
61 1 29.50
61 2 23.13
61 3 24.36
61 4 25.36
61 5 26.22
61 6 26.99
61 7 27.68
61 8 28.31
61 9 28.89
61 10 29.43
61 11 29.93
61 12 30.40
61 13 30.83
61 14 31.22
61 15 31.58
61 16 31.89
61 17 32.16
61 18 32.36
61 19 32.48
61 20 32.48
61 21 32.18
61 22 31.29
61 23 16.96
61 24 17.36
61 25 17.95
61 26 18.67
61 27 19.47
61 28 20.33
61 29 21.23
61 30 22.16
61 31 23.11
61 32 24.08
61 33 25.06
61 34 26.07
61 35 27.08
61 36 28.11
61 37 29.16
61 38 30.24
61 39 31.34
61 40 32.48
61 41 33.70
61 42 35.09
61 43 36.91
61 44 17.03
61 45 16.00
61 46 15.02
61 47 14.06
61 48 13.12
61 49 12.19
61 50 11.26
61 51 10.33
61 52 9.40
61 53 8.45
61 54 7.50
61 55 6.53
61 56 5.55
61 57 4.54
61 58 3.49
61 59 2.41
61 60 1.25
61 61 0.00
61 62 1.42
61 63 3.24
61 64 6.06
61 65 9.41
62 1 30.51
62 2 23.83
62 3 25.10
62 4 26.13
62 5 27.03
62 6 27.83
62 7 28.55
62 8 29.22
62 9 29.83
62 10 30.40
62 11 30.93
62 12 31.42
62 13 31.88
62 14 32.30
62 15 32.68
62 16 33.03
62 17 33.32
62 18 33.55
62 19 33.70
62 20 33.72
62 21 33.46
62 22 32.62
62 23 17.40
62 24 17.68
62 25 18.19
62 26 18.84
62 27 19.58
62 28 20.39
62 29 21.25
62 30 22.15
62 31 23.08
62 32 24.03
62 33 25.01
62 34 26.00
62 35 27.02
62 36 28.05
62 37 29.11
62 38 30.19
62 39 31.31
62 40 32.48
62 41 33.73
62 42 35.16
62 43 37.07
62 44 18.00
62 45 17.03
62 46 16.10
62 47 15.18
62 48 14.28
62 49 13.38
62 50 12.48
62 51 11.57
62 52 10.66
62 53 9.75
62 54 8.82
62 55 7.87
62 56 6.91
62 57 5.91
62 58 4.88
62 59 3.81
62 60 2.67
62 61 1.42
62 62 0.00
62 63 1.84
62 64 4.70
62 65 9.10
63 1 31.59
63 2 24.51
63 3 25.82
63 4 26.90
63 5 27.84
63 6 28.68
63 7 29.44
63 8 30.15
63 9 30.81
63 10 31.42
63 11 31.99
63 12 32.52
63 13 33.02
63 14 33.48
63 15 33.90
63 16 34.28
63 17 34.62
63 18 34.89
63 19 35.09
63 20 35.16
63 21 34.96
63 22 34.20
63 23 17.75
63 24 17.90
63 25 18.29
63 26 18.84
63 27 19.50
63 28 20.24
63 29 21.05
63 30 21.91
63 31 22.80
63 32 23.73
63 33 24.68
63 34 25.66
63 35 26.67
63 36 27.70
63 37 28.76
63 38 29.85
63 39 30.99
63 40 32.18
63 41 33.46
63 42 34.96
63 43 36.97
63 44 19.06
63 45 18.18
63 46 17.32
63 47 16.47
63 48 15.62
63 49 14.77
63 50 13.91
63 51 13.06
63 52 12.19
63 53 11.31
63 54 10.42
63 55 9.51
63 56 8.58
63 57 7.62
63 58 6.62
63 59 5.58
63 60 4.46
63 61 3.24
63 62 1.84
63 63 0.00
63 64 2.89
63 65 8.64
64 1 32.89
64 2 25.22
64 3 26.58
64 4 27.72
64 5 28.72
64 6 29.63
64 7 30.46
64 8 31.23
64 9 31.95
64 10 32.62
64 11 33.26
64 12 33.86
64 13 34.42
64 14 34.94
64 15 35.43
64 16 35.88
64 17 36.29
64 18 36.64
64 19 36.91
64 20 37.07
64 21 36.97
64 22 36.37
64 23 18.06
64 24 17.98
64 25 18.17
64 26 18.56
64 27 19.08
64 28 19.71
64 29 20.42
64 30 21.19
64 31 22.02
64 32 22.89
64 33 23.81
64 34 24.76
64 35 25.74
64 36 26.76
64 37 27.82
64 38 28.92
64 39 30.07
64 40 31.29
64 41 32.62
64 42 34.20
64 43 36.37
64 44 20.45
64 45 19.72
64 46 18.98
64 47 18.24
64 48 17.49
64 49 16.73
64 50 15.97
64 51 15.19
64 52 14.40
64 53 13.60
64 54 12.78
64 55 11.95
64 56 11.09
64 57 10.20
64 58 9.27
64 59 8.28
64 60 7.23
64 61 6.06
64 62 4.70
64 63 2.89
64 64 0.00
64 65 8.05
65 1 26.30
65 2 17.80
65 3 19.21
65 4 20.41
65 5 21.49
65 6 22.47
65 7 23.39
65 8 24.25
65 9 25.07
65 10 25.85
65 11 26.59
65 12 27.30
65 13 27.99
65 14 28.65
65 15 29.27
65 16 29.87
65 17 30.44
65 18 30.97
65 19 31.45
65 20 31.85
65 21 32.09
65 22 32.05
65 23 10.34
65 24 10.06
65 25 10.16
65 26 10.51
65 27 11.04
65 28 11.70
65 29 12.46
65 30 13.29
65 31 14.17
65 32 15.09
65 33 16.04
65 34 17.03
65 35 18.03
65 36 19.07
65 37 20.12
65 38 21.22
65 39 22.35
65 40 23.54
65 41 24.83
65 42 26.35
65 43 28.42
65 44 14.49
65 45 14.20
65 46 13.87
65 47 13.54
65 48 13.20
65 49 12.86
65 50 12.52
65 51 12.20
65 52 11.87
65 53 11.56
65 54 11.26
65 55 10.98
65 56 10.70
65 57 10.43
65 58 10.18
65 59 9.93
65 60 9.68
65 61 9.41
65 62 9.10
65 63 8.64
65 64 8.05
65 65 0.00
;
param v :=
1 1 0
1 2 55
1 3 40
1 4 53
1 5 47
1 6 35
1 7 48
1 8 38
1 9 48
1 10 54
1 11 49
1 12 56
1 13 49
1 14 49
1 15 57
1 16 41
1 17 53
1 18 59
1 19 47
1 20 43
1 21 37
1 22 47
1 23 52
1 24 37
1 25 56
1 26 60
1 27 40
1 28 52
1 29 38
1 30 40
1 31 37
1 32 46
1 33 60
1 34 35
1 35 60
1 36 49
1 37 48
1 38 59
1 39 58
1 40 48
1 41 46
1 42 58
1 43 41
1 44 38
1 45 54
1 46 39
1 47 45
1 48 43
1 49 38
1 50 35
1 51 39
1 52 53
1 53 42
1 54 47
1 55 45
1 56 42
1 57 45
1 58 58
1 59 55
1 60 44
1 61 50
1 62 50
1 63 52
1 64 57
1 65 40
2 1 35
2 2 0
2 3 52
2 4 47
2 5 39
2 6 59
2 7 56
2 8 37
2 9 49
2 10 52
2 11 36
2 12 46
2 13 38
2 14 53
2 15 56
2 16 50
2 17 48
2 18 40
2 19 49
2 20 44
2 21 49
2 22 60
2 23 54
2 24 56
2 25 41
2 26 46
2 27 49
2 28 41
2 29 40
2 30 56
2 31 54
2 32 42
2 33 36
2 34 55
2 35 37
2 36 39
2 37 37
2 38 57
2 39 40
2 40 37
2 41 47
2 42 51
2 43 58
2 44 53
2 45 42
2 46 39
2 47 38
2 48 51
2 49 50
2 50 52
2 51 55
2 52 50
2 53 50
2 54 49
2 55 53
2 56 56
2 57 57
2 58 38
2 59 58
2 60 51
2 61 36
2 62 59
2 63 58
2 64 51
2 65 50
3 1 56
3 2 51
3 3 0
3 4 36
3 5 45
3 6 39
3 7 60
3 8 51
3 9 42
3 10 51
3 11 49
3 12 60
3 13 48
3 14 52
3 15 46
3 16 58
3 17 42
3 18 52
3 19 35
3 20 53
3 21 59
3 22 46
3 23 45
3 24 42
3 25 59
3 26 57
3 27 46
3 28 46
3 29 35
3 30 59
3 31 44
3 32 52
3 33 35
3 34 36
3 35 52
3 36 59
3 37 39
3 38 55
3 39 36
3 40 55
3 41 47
3 42 54
3 43 47
3 44 48
3 45 57
3 46 58
3 47 37
3 48 56
3 49 58
3 50 49
3 51 59
3 52 52
3 53 47
3 54 35
3 55 46
3 56 43
3 57 51
3 58 52
3 59 42
3 60 56
3 61 35
3 62 42
3 63 48
3 64 54
3 65 45
4 1 37
4 2 40
4 3 53
4 4 0
4 5 45
4 6 42
4 7 35
4 8 58
4 9 37
4 10 57
4 11 36
4 12 35
4 13 43
4 14 46
4 15 58
4 16 52
4 17 48
4 18 40
4 19 45
4 20 50
4 21 35
4 22 54
4 23 53
4 24 35
4 25 38
4 26 47
4 27 44
4 28 42
4 29 60
4 30 57
4 31 52
4 32 55
4 33 54
4 34 49
4 35 39
4 36 44
4 37 39
4 38 52
4 39 49
4 40 38
4 41 59
4 42 40
4 43 56
4 44 56
4 45 52
4 46 36
4 47 57
4 48 58
4 49 36
4 50 46
4 51 57
4 52 39
4 53 48
4 54 36
4 55 59
4 56 54
4 57 43
4 58 35
4 59 51
4 60 39
4 61 48
4 62 47
4 63 59
4 64 41
4 65 43
5 1 53
5 2 56
5 3 39
5 4 41
5 5 0
5 6 35
5 7 52
5 8 36
5 9 50
5 10 55
5 11 36
5 12 40
5 13 41
5 14 40
5 15 50
5 16 41
5 17 59
5 18 43
5 19 40
5 20 55
5 21 55
5 22 44
5 23 36
5 24 55
5 25 57
5 26 44
5 27 49
5 28 48
5 29 60
5 30 43
5 31 43
5 32 44
5 33 57
5 34 58
5 35 42
5 36 35
5 37 45
5 38 57
5 39 49
5 40 44
5 41 41
5 42 45
5 43 49
5 44 58
5 45 48
5 46 41
5 47 54
5 48 50
5 49 36
5 50 46
5 51 59
5 52 43
5 53 51
5 54 45
5 55 58
5 56 46
5 57 43
5 58 56
5 59 38
5 60 50
5 61 51
5 62 56
5 63 44
5 64 39
5 65 54
6 1 41
6 2 47
6 3 39
6 4 48
6 5 49
6 6 0
6 7 51
6 8 58
6 9 56
6 10 47
6 11 57
6 12 49
6 13 49
6 14 57
6 15 39
6 16 60
6 17 41
6 18 40
6 19 43
6 20 45
6 21 44
6 22 58
6 23 58
6 24 44
6 25 59
6 26 58
6 27 49
6 28 55
6 29 35
6 30 60
6 31 57
6 32 57
6 33 36
6 34 43
6 35 45
6 36 49
6 37 39
6 38 52
6 39 36
6 40 42
6 41 50
6 42 42
6 43 37
6 44 54
6 45 43
6 46 45
6 47 52
6 48 49
6 49 45
6 50 40
6 51 56
6 52 58
6 53 53
6 54 54
6 55 47
6 56 38
6 57 47
6 58 42
6 59 38
6 60 44
6 61 40
6 62 52
6 63 54
6 64 36
6 65 51
7 1 45
7 2 46
7 3 35
7 4 56
7 5 57
7 6 48
7 7 0
7 8 56
7 9 60
7 10 56
7 11 43
7 12 40
7 13 43
7 14 38
7 15 47
7 16 59
7 17 41
7 18 38
7 19 53
7 20 56
7 21 45
7 22 51
7 23 57
7 24 47
7 25 60
7 26 44
7 27 49
7 28 44
7 29 37
7 30 60
7 31 45
7 32 51
7 33 36
7 34 40
7 35 49
7 36 54
7 37 57
7 38 35
7 39 50
7 40 37
7 41 42
7 42 45
7 43 60
7 44 41
7 45 35
7 46 44
7 47 35
7 48 57
7 49 38
7 50 52
7 51 47
7 52 59
7 53 55
7 54 59
7 55 45
7 56 57
7 57 35
7 58 53
7 59 47
7 60 44
7 61 57
7 62 39
7 63 35
7 64 37
7 65 45
8 1 38
8 2 42
8 3 35
8 4 51
8 5 40
8 6 55
8 7 58
8 8 0
8 9 44
8 10 55
8 11 50
8 12 54
8 13 57
8 14 37
8 15 43
8 16 47
8 17 45
8 18 39
8 19 44
8 20 56
8 21 59
8 22 56
8 23 51
8 24 41
8 25 54
8 26 51
8 27 46
8 28 55
8 29 48
8 30 60
8 31 50
8 32 42
8 33 50
8 34 38
8 35 46
8 36 35
8 37 58
8 38 40
8 39 41
8 40 37
8 41 50
8 42 35
8 43 35
8 44 52
8 45 36
8 46 44
8 47 51
8 48 51
8 49 50
8 50 46
8 51 46
8 52 59
8 53 52
8 54 36
8 55 49
8 56 35
8 57 35
8 58 57
8 59 52
8 60 47
8 61 60
8 62 60
8 63 55
8 64 47
8 65 35
9 1 46
9 2 37
9 3 53
9 4 36
9 5 39
9 6 55
9 7 55
9 8 46
9 9 0
9 10 45
9 11 58
9 12 46
9 13 44
9 14 48
9 15 41
9 16 44
9 17 52
9 18 41
9 19 56
9 20 53
9 21 42
9 22 54
9 23 57
9 24 53
9 25 41
9 26 35
9 27 40
9 28 50
9 29 58
9 30 39
9 31 50
9 32 55
9 33 47
9 34 48
9 35 53
9 36 57
9 37 60
9 38 47
9 39 48
9 40 51
9 41 36
9 42 56
9 43 60
9 44 48
9 45 59
9 46 41
9 47 54
9 48 53
9 49 60
9 50 43
9 51 37
9 52 42
9 53 53
9 54 57
9 55 38
9 56 57
9 57 55
9 58 49
9 59 52
9 60 50
9 61 35
9 62 36
9 63 54
9 64 37
9 65 45
10 1 48
10 2 47
10 3 51
10 4 58
10 5 41
10 6 58
10 7 54
10 8 49
10 9 44
10 10 0
10 11 37
10 12 36
10 13 45
10 14 48
10 15 46
10 16 52
10 17 38
10 18 42
10 19 39
10 20 50
10 21 39
10 22 41
10 23 42
10 24 41
10 25 43
10 26 37
10 27 41
10 28 53
10 29 45
10 30 55
10 31 43
10 32 52
10 33 41
10 34 56
10 35 54
10 36 38
10 37 47
10 38 48
10 39 59
10 40 42
10 41 56
10 42 57
10 43 36
10 44 41
10 45 48
10 46 46
10 47 35
10 48 40
10 49 48
10 50 50
10 51 50
10 52 39
10 53 52
10 54 36
10 55 35
10 56 51
10 57 39
10 58 49
10 59 47
10 60 38
10 61 40
10 62 49
10 63 52
10 64 45
10 65 43
11 1 53
11 2 51
11 3 54
11 4 47
11 5 56
11 6 44
11 7 42
11 8 51
11 9 40
11 10 40
11 11 0
11 12 58
11 13 60
11 14 53
11 15 58
11 16 44
11 17 50
11 18 60
11 19 51
11 20 50
11 21 41
11 22 43
11 23 59
11 24 49
11 25 42
11 26 40
11 27 39
11 28 47
11 29 38
11 30 35
11 31 45
11 32 57
11 33 40
11 34 51
11 35 52
11 36 59
11 37 58
11 38 58
11 39 58
11 40 56
11 41 44
11 42 57
11 43 50
11 44 46
11 45 54
11 46 51
11 47 58
11 48 47
11 49 51
11 50 51
11 51 54
11 52 59
11 53 45
11 54 59
11 55 54
11 56 55
11 57 60
11 58 55
11 59 42
11 60 44
11 61 42
11 62 44
11 63 46
11 64 43
11 65 40
12 1 40
12 2 36
12 3 57
12 4 43
12 5 43
12 6 39
12 7 51
12 8 59
12 9 39
12 10 51
12 11 56
12 12 0
12 13 35
12 14 56
12 15 57
12 16 40
12 17 41
12 18 54
12 19 53
12 20 58
12 21 55
12 22 47
12 23 39
12 24 38
12 25 44
12 26 58
12 27 44
12 28 40
12 29 37
12 30 49
12 31 49
12 32 55
12 33 47
12 34 46
12 35 39
12 36 51
12 37 37
12 38 56
12 39 39
12 40 57
12 41 43
12 42 44
12 43 47
12 44 46
12 45 46
12 46 48
12 47 39
12 48 53
12 49 52
12 50 35
12 51 43
12 52 43
12 53 50
12 54 38
12 55 49
12 56 56
12 57 42
12 58 59
12 59 58
12 60 52
12 61 58
12 62 38
12 63 55
12 64 56
12 65 39
13 1 38
13 2 50
13 3 37
13 4 57
13 5 48
13 6 49
13 7 50
13 8 56
13 9 39
13 10 55
13 11 58
13 12 35
13 13 0
13 14 39
13 15 39
13 16 35
13 17 42
13 18 52
13 19 46
13 20 60
13 21 49
13 22 36
13 23 60
13 24 37
13 25 54
13 26 48
13 27 39
13 28 56
13 29 45
13 30 41
13 31 43
13 32 47
13 33 50
13 34 43
13 35 49
13 36 43
13 37 43
13 38 54
13 39 39
13 40 58
13 41 41
13 42 39
13 43 44
13 44 46
13 45 43
13 46 42
13 47 38
13 48 52
13 49 51
13 50 52
13 51 46
13 52 38
13 53 41
13 54 38
13 55 48
13 56 51
13 57 36
13 58 59
13 59 37
13 60 41
13 61 47
13 62 51
13 63 40
13 64 43
13 65 35
14 1 55
14 2 59
14 3 48
14 4 35
14 5 48
14 6 57
14 7 47
14 8 36
14 9 47
14 10 47
14 11 54
14 12 47
14 13 41
14 14 0
14 15 49
14 16 60
14 17 37
14 18 35
14 19 36
14 20 43
14 21 42
14 22 57
14 23 47
14 24 38
14 25 35
14 26 37
14 27 40
14 28 36
14 29 52
14 30 49
14 31 45
14 32 55
14 33 51
14 34 60
14 35 43
14 36 39
14 37 57
14 38 59
14 39 52
14 40 43
14 41 60
14 42 46
14 43 36
14 44 58
14 45 53
14 46 43
14 47 46
14 48 37
14 49 35
14 50 43
14 51 35
14 52 59
14 53 47
14 54 39
14 55 48
14 56 45
14 57 47
14 58 46
14 59 51
14 60 45
14 61 53
14 62 49
14 63 47
14 64 36
14 65 50
15 1 60
15 2 46
15 3 40
15 4 59
15 5 42
15 6 37
15 7 40
15 8 54
15 9 37
15 10 48
15 11 57
15 12 54
15 13 53
15 14 57
15 15 0
15 16 52
15 17 54
15 18 43
15 19 43
15 20 47
15 21 39
15 22 49
15 23 60
15 24 54
15 25 40
15 26 54
15 27 48
15 28 57
15 29 47
15 30 57
15 31 59
15 32 37
15 33 56
15 34 49
15 35 39
15 36 42
15 37 59
15 38 46
15 39 53
15 40 53
15 41 36
15 42 45
15 43 60
15 44 40
15 45 55
15 46 51
15 47 54
15 48 41
15 49 59
15 50 35
15 51 38
15 52 54
15 53 45
15 54 43
15 55 35
15 56 47
15 57 41
15 58 44
15 59 40
15 60 44
15 61 45
15 62 51
15 63 44
15 64 38
15 65 54
16 1 45
16 2 55
16 3 37
16 4 52
16 5 47
16 6 36
16 7 50
16 8 35
16 9 51
16 10 48
16 11 38
16 12 45
16 13 48
16 14 58
16 15 43
16 16 0
16 17 58
16 18 54
16 19 44
16 20 48
16 21 37
16 22 58
16 23 50
16 24 59
16 25 40
16 26 54
16 27 47
16 28 57
16 29 39
16 30 39
16 31 52
16 32 60
16 33 48
16 34 45
16 35 53
16 36 57
16 37 53
16 38 44
16 39 54
16 40 51
16 41 50
16 42 47
16 43 53
16 44 49
16 45 39
16 46 38
16 47 54
16 48 44
16 49 44
16 50 37
16 51 36
16 52 39
16 53 36
16 54 58
16 55 54
16 56 59
16 57 56
16 58 48
16 59 49
16 60 54
16 61 47
16 62 52
16 63 35
16 64 54
16 65 46
17 1 53
17 2 40
17 3 52
17 4 59
17 5 55
17 6 49
17 7 56
17 8 56
17 9 58
17 10 41
17 11 54
17 12 40
17 13 49
17 14 57
17 15 56
17 16 36
17 17 0
17 18 54
17 19 58
17 20 35
17 21 49
17 22 59
17 23 36
17 24 38
17 25 57
17 26 48
17 27 58
17 28 56
17 29 54
17 30 40
17 31 44
17 32 49
17 33 60
17 34 42
17 35 54
17 36 45
17 37 40
17 38 49
17 39 45
17 40 38
17 41 36
17 42 40
17 43 37
17 44 56
17 45 42
17 46 35
17 47 46
17 48 43
17 49 54
17 50 43
17 51 51
17 52 48
17 53 56
17 54 54
17 55 42
17 56 50
17 57 56
17 58 51
17 59 41
17 60 55
17 61 44
17 62 57
17 63 36
17 64 60
17 65 52
18 1 38
18 2 54
18 3 47
18 4 41
18 5 39
18 6 59
18 7 54
18 8 59
18 9 49
18 10 52
18 11 48
18 12 39
18 13 53
18 14 43
18 15 47
18 16 35
18 17 40
18 18 0
18 19 41
18 20 45
18 21 53
18 22 50
18 23 52
18 24 56
18 25 54
18 26 60
18 27 48
18 28 39
18 29 47
18 30 46
18 31 50
18 32 51
18 33 58
18 34 56
18 35 57
18 36 60
18 37 42
18 38 40
18 39 54
18 40 58
18 41 42
18 42 57
18 43 46
18 44 57
18 45 53
18 46 39
18 47 59
18 48 35
18 49 37
18 50 44
18 51 60
18 52 55
18 53 35
18 54 35
18 55 38
18 56 60
18 57 46
18 58 36
18 59 38
18 60 35
18 61 39
18 62 53
18 63 52
18 64 40
18 65 38
19 1 45
19 2 45
19 3 38
19 4 47
19 5 60
19 6 43
19 7 53
19 8 39
19 9 42
19 10 36
19 11 60
19 12 54
19 13 44
19 14 56
19 15 50
19 16 47
19 17 57
19 18 40
19 19 0
19 20 56
19 21 46
19 22 42
19 23 39
19 24 52
19 25 50
19 26 36
19 27 45
19 28 36
19 29 46
19 30 56
19 31 53
19 32 38
19 33 40
19 34 47
19 35 42
19 36 44
19 37 52
19 38 49
19 39 40
19 40 45
19 41 59
19 42 37
19 43 48
19 44 55
19 45 39
19 46 35
19 47 47
19 48 56
19 49 47
19 50 60
19 51 40
19 52 53
