param sigma
15 45 39
15 46 36
15 47 36
15 48 53
15 49 52
15 50 52
15 51 35
15 52 39
15 53 59
16 1 38
16 2 53
16 3 52
16 4 40
16 5 50
16 6 35
16 7 36
16 8 58
16 9 50
16 10 54
16 11 44
16 12 43
16 13 40
16 14 50
16 15 38
16 16 0
16 17 55
16 18 51
16 19 42
16 20 46
16 21 60
16 22 50
16 23 37
16 24 36
16 25 48
16 26 44
16 27 43
16 28 45
16 29 36
16 30 55
16 31 56
16 32 43
16 33 47
16 34 44
16 35 45
16 36 60
16 37 56
16 38 43
16 39 42
16 40 44
16 41 48
16 42 51
16 43 60
16 44 43
16 45 60
16 46 36
16 47 49
16 48 49
16 49 46
16 50 44
16 51 40
16 52 37
16 53 52
17 1 41
17 2 40
17 3 59
17 4 55
17 5 46
17 6 56
17 7 52
17 8 46
17 9 35
17 10 43
17 11 44
17 12 48
17 13 58
17 14 57
17 15 60
17 16 57
17 17 0
17 18 58
17 19 59
17 20 56
17 21 41
17 22 46
17 23 47
17 24 50
17 25 57
17 26 36
17 27 49
17 28 50
17 29 40
17 30 35
17 31 45
17 32 50
17 33 57
17 34 46
17 35 45
17 36 56
17 37 55
17 38 50
17 39 39
17 40 53
17 41 53
17 42 42
17 43 35
17 44 36
17 45 37
17 46 58
17 47 36
17 48 47
17 49 57
17 50 54
17 51 59
17 52 45
17 53 44
18 1 53
18 2 56
18 3 57
18 4 39
18 5 37
18 6 55
18 7 40
18 8 59
18 9 41
18 10 53
18 11 42
18 12 42
18 13 51
18 14 58
18 15 56
18 16 49
18 17 47
18 18 0
18 19 38
18 20 40
18 21 54
18 22 54
18 23 41
18 24 37
18 25 55
18 26 44
18 27 40
18 28 45
18 29 45
18 30 42
18 31 58
18 32 58
18 33 57
18 34 60
18 35 56
18 36 57
18 37 42
18 38 47
18 39 44
18 40 46
18 41 58
18 42 52
18 43 55
18 44 35
18 45 45
18 46 35
18 47 38
18 48 35
18 49 40
18 50 57
18 51 48
18 52 44
18 53 59
19 1 60
19 2 60
19 3 35
19 4 47
19 5 49
19 6 43
19 7 47
19 8 46
19 9 44
19 10 47
19 11 60
19 12 48
19 13 36
19 14 40
19 15 46
19 16 39
19 17 42
19 18 49
19 19 0
19 20 40
19 21 50
19 22 56
19 23 57
19 24 40
19 25 40
19 26 58
19 27 40
19 28 48
19 29 38
19 30 56
19 31 37
19 32 39
19 33 43
19 34 37
19 35 53
19 36 52
19 37 45
19 38 49
19 39 43
19 40 41
19 41 57
19 42 45
19 43 55
19 44 47
19 45 42
19 46 56
19 47 44
19 48 45
19 49 54
19 50 35
19 51 53
19 52 55
19 53 55
20 1 47
20 2 43
20 3 44
20 4 48
20 5 41
20 6 36
20 7 42
20 8 38
20 9 54
20 10 41
20 11 48
20 12 57
20 13 60
20 14 59
20 15 35
20 16 41
20 17 58
20 18 37
20 19 58
20 20 0
20 21 51
20 22 39
20 23 39
20 24 45
20 25 46
20 26 37
20 27 56
20 28 54
20 29 38
20 30 45
20 31 49
20 32 57
20 33 55
20 34 56
20 35 42
20 36 57
20 37 47
20 38 43
20 39 56
20 40 58
20 41 40
20 42 39
20 43 60
20 44 50
20 45 52
20 46 49
20 47 47
20 48 46
20 49 60
20 50 39
20 51 49
20 52 35
20 53 57
21 1 39
21 2 39
21 3 35
21 4 52
21 5 45
21 6 52
21 7 37
21 8 44
21 9 43
21 10 56
21 11 55
21 12 52
21 13 41
21 14 36
21 15 43
21 16 44
21 17 37
21 18 49
21 19 56
21 20 46
21 21 0
21 22 57
21 23 43
21 24 42
21 25 44
21 26 59
21 27 39
21 28 48
21 29 48
21 30 50
21 31 39
21 32 49
21 33 45
21 34 37
21 35 37
21 36 39
21 37 60
21 38 45
21 39 49
21 40 36
21 41 49
21 42 53
21 43 58
21 44 39
21 45 46
21 46 37
21 47 48
21 48 60
21 49 56
21 50 50
21 51 58
21 52 55
21 53 40
22 1 55
22 2 47
22 3 51
22 4 37
22 5 45
22 6 53
22 7 60
22 8 58
22 9 38
22 10 38
22 11 52
22 12 44
22 13 54
22 14 54
22 15 36
22 16 46
22 17 50
22 18 58
22 19 55
22 20 47
22 21 58
22 22 0
22 23 54
22 24 38
22 25 53
22 26 41
22 27 49
22 28 45
22 29 38
22 30 50
22 31 56
22 32 35
22 33 50
22 34 49
22 35 41
22 36 53
22 37 43
22 38 40
22 39 56
22 40 38
22 41 40
22 42 54
22 43 54
22 44 49
22 45 42
22 46 41
22 47 44
22 48 53
22 49 45
22 50 57
22 51 46
22 52 58
22 53 49
23 1 38
23 2 52
23 3 49
23 4 50
23 5 48
23 6 59
23 7 35
23 8 56
23 9 52
23 10 52
23 11 41
23 12 52
23 13 55
23 14 41
23 15 57
23 16 55
23 17 36
23 18 35
23 19 53
23 20 46
23 21 45
23 22 35
23 23 0
23 24 50
23 25 59
23 26 45
23 27 40
23 28 50
23 29 51
23 30 48
23 31 56
23 32 58
23 33 45
23 34 56
23 35 47
23 36 35
23 37 53
23 38 47
23 39 49
23 40 54
23 41 53
23 42 53
23 43 36
23 44 44
23 45 58
23 46 37
23 47 54
23 48 35
23 49 59
23 50 45
23 51 55
23 52 38
23 53 44
24 1 54
24 2 51
24 3 50
24 4 47
24 5 60
24 6 46
24 7 59
24 8 41
24 9 58
24 10 56
24 11 60
24 12 54
24 13 52
24 14 36
24 15 41
24 16 55
24 17 42
24 18 56
24 19 53
24 20 57
24 21 55
24 22 43
24 23 48
24 24 0
24 25 45
24 26 48
24 27 49
24 28 37
24 29 45
24 30 51
24 31 38
24 32 58
24 33 54
24 34 59
24 35 57
24 36 46
24 37 40
24 38 48
24 39 55
24 40 38
24 41 50
24 42 35
24 43 39
24 44 40
24 45 57
24 46 59
24 47 37
24 48 59
24 49 59
24 50 41
24 51 52
24 52 50
24 53 39
25 1 49
25 2 59
25 3 52
25 4 39
25 5 56
25 6 60
25 7 44
25 8 44
25 9 38
25 10 40
25 11 35
25 12 53
25 13 37
25 14 41
25 15 48
25 16 36
25 17 58
25 18 55
25 19 40
25 20 46
25 21 43
25 22 56
25 23 37
25 24 54
25 25 0
25 26 58
25 27 45
25 28 44
25 29 60
25 30 49
25 31 56
25 32 50
25 33 53
25 34 54
25 35 58
25 36 54
25 37 49
25 38 38
25 39 39
25 40 47
25 41 52
25 42 56
25 43 50
25 44 41
25 45 57
25 46 49
25 47 41
25 48 59
25 49 35
25 50 54
25 51 47
25 52 56
25 53 39
26 1 37
26 2 42
26 3 36
26 4 57
26 5 58
26 6 54
26 7 57
26 8 44
26 9 52
26 10 48
26 11 58
26 12 40
26 13 58
26 14 55
26 15 52
26 16 57
26 17 49
26 18 54
26 19 35
26 20 58
26 21 56
26 22 45
26 23 47
26 24 60
26 25 50
26 26 0
26 27 55
26 28 50
26 29 45
26 30 48
26 31 58
26 32 48
26 33 59
26 34 38
26 35 55
26 36 44
26 37 56
26 38 51
26 39 46
26 40 44
26 41 51
26 42 58
26 43 38
26 44 43
26 45 38
26 46 54
26 47 59
26 48 51
26 49 37
26 50 58
26 51 57
26 52 58
26 53 40
27 1 57
27 2 48
27 3 39
27 4 43
27 5 45
27 6 39
27 7 56
27 8 40
27 9 56
27 10 49
27 11 51
27 12 43
27 13 37
27 14 56
27 15 51
27 16 51
27 17 57
27 18 56
27 19 54
27 20 52
27 21 50
27 22 54
27 23 38
27 24 50
27 25 56
27 26 59
27 27 0
27 28 53
27 29 36
27 30 39
27 31 40
27 32 57
27 33 51
27 34 36
27 35 35
27 36 45
27 37 36
27 38 47
27 39 52
27 40 57
27 41 36
27 42 40
27 43 46
27 44 57
27 45 35
27 46 37
27 47 44
27 48 46
27 49 43
27 50 37
27 51 45
27 52 39
27 53 44
28 1 35
28 2 35
28 3 35
28 4 55
28 5 41
28 6 59
28 7 39
28 8 38
28 9 51
28 10 46
28 11 43
28 12 37
28 13 52
28 14 35
28 15 35
28 16 36
28 17 59
28 18 56
28 19 45
28 20 52
28 21 41
28 22 47
28 23 51
28 24 52
28 25 55
28 26 56
28 27 48
28 28 0
28 29 47
28 30 39
28 31 57
28 32 35
28 33 56
28 34 42
28 35 58
28 36 55
28 37 53
28 38 46
28 39 53
28 40 57
28 41 37
28 42 50
28 43 39
28 44 42
28 45 53
28 46 48
28 47 45
28 48 60
28 49 54
28 50 51
28 51 56
28 52 50
28 53 49
29 1 55
29 2 48
29 3 47
29 4 43
29 5 58
29 6 45
29 7 50
29 8 39
29 9 53
29 10 41
29 11 47
29 12 42
29 13 38
29 14 45
29 15 43
29 16 43
29 17 42
29 18 48
29 19 43
29 20 37
29 21 40
29 22 55
29 23 44
29 24 57
29 25 45
29 26 47
29 27 47
29 28 36
29 29 0
29 30 56
29 31 38
29 32 52
29 33 43
29 34 51
29 35 45
29 36 53
29 37 39
29 38 35
29 39 37
29 40 58
29 41 57
29 42 42
29 43 52
29 44 53
29 45 35
29 46 36
29 47 43
29 48 51
29 49 55
29 50 59
29 51 40
29 52 46
29 53 45
30 1 46
30 2 35
30 3 52
30 4 56
30 5 58
30 6 46
30 7 52
30 8 45
30 9 50
30 10 41
30 11 58
30 12 41
30 13 56
30 14 60
30 15 56
30 16 60
30 17 53
30 18 46
30 19 58
30 20 54
30 21 40
30 22 48
30 23 60
30 24 57
30 25 46
30 26 39
30 27 59
30 28 42
30 29 58
30 30 0
30 31 47
30 32 52
30 33 56
30 34 43
30 35 35
30 36 53
30 37 51
30 38 50
30 39 35
30 40 51
30 41 37
30 42 57
30 43 60
30 44 55
30 45 52
30 46 38
30 47 38
30 48 57
30 49 41
30 50 35
30 51 45
30 52 54
30 53 59
31 1 43
31 2 40
31 3 48
31 4 59
31 5 35
31 6 56
31 7 52
31 8 41
31 9 39
31 10 53
31 11 48
31 12 49
31 13 40
31 14 58
31 15 47
31 16 44
31 17 59
31 18 58
31 19 48
31 20 39
31 21 39
31 22 43
31 23 54
31 24 47
31 25 36
31 26 41
31 27 42
31 28 44
31 29 39
31 30 44
31 31 0
31 32 47
31 33 51
31 34 55
31 35 47
31 36 41
31 37 56
31 38 36
31 39 37
31 40 36
31 41 50
31 42 54
31 43 56
31 44 37
31 45 46
31 46 51
31 47 43
31 48 53
31 49 49
31 50 52
31 51 43
31 52 37
31 53 52
32 1 39
32 2 35
32 3 37
32 4 60
32 5 51
32 6 60
32 7 38
32 8 40
32 9 46
32 10 58
32 11 58
32 12 57
32 13 59
32 14 37
32 15 40
32 16 46
32 17 42
32 18 48
32 19 35
32 20 57
32 21 48
32 22 41
32 23 37
32 24 46
32 25 42
32 26 39
32 27 35
32 28 43
32 29 36
32 30 42
32 31 59
32 32 0
32 33 57
32 34 52
32 35 60
32 36 55
32 37 39
32 38 56
32 39 41
32 40 43
32 41 60
32 42 57
32 43 56
32 44 56
32 45 51
32 46 54
32 47 47
32 48 46
32 49 37
32 50 40
32 51 41
32 52 58
32 53 51
33 1 53
33 2 42
33 3 48
33 4 55
33 5 48
33 6 35
33 7 52
33 8 37
33 9 53
33 10 41
33 11 35
33 12 40
33 13 59
33 14 51
33 15 49
33 16 52
33 17 57
33 18 37
33 19 38
33 20 42
33 21 49
33 22 43
33 23 58
33 24 36
33 25 56
33 26 54
33 27 44
33 28 45
33 29 51
33 30 59
33 31 48
33 32 52
33 33 0
33 34 36
33 35 59
33 36 50
33 37 42
33 38 44
33 39 54
33 40 59
33 41 49
33 42 47
33 43 37
33 44 51
33 45 45
33 46 51
33 47 51
33 48 58
33 49 57
33 50 54
33 51 50
33 52 60
33 53 50
34 1 38
34 2 35
34 3 45
34 4 56
34 5 56
34 6 60
34 7 45
34 8 59
34 9 60
34 10 49
34 11 55
34 12 60
34 13 59
34 14 42
34 15 35
34 16 47
34 17 41
34 18 58
34 19 40
34 20 47
34 21 48
34 22 43
34 23 43
34 24 49
34 25 58
34 26 60
34 27 44
34 28 54
34 29 43
34 30 40
34 31 37
34 32 59
34 33 46
34 34 0
34 35 54
34 36 58
34 37 43
34 38 38
34 39 58
34 40 58
34 41 47
34 42 41
34 43 53
34 44 43
34 45 59
34 46 45
34 47 41
34 48 38
34 49 48
34 50 37
34 51 38
34 52 39
34 53 52
35 1 36
35 2 52
35 3 57
35 4 50
35 5 47
35 6 51
35 7 35
35 8 45
35 9 38
35 10 48
35 11 49
35 12 53
35 13 38
35 14 58
35 15 57
35 16 39
35 17 37
35 18 58
35 19 49
35 20 44
35 21 42
35 22 36
35 23 56
35 24 42
35 25 40
35 26 35
35 27 55
35 28 58
35 29 43
35 30 55
35 31 44
35 32 55
35 33 41
35 34 48
35 35 0
35 36 40
35 37 58
35 38 48
35 39 35
35 40 60
35 41 54
35 42 58
35 43 54
35 44 40
35 45 42
35 46 44
35 47 54
35 48 54
35 49 41
35 50 47
35 51 56
35 52 55
35 53 41
36 1 57
36 2 55
36 3 57
36 4 56
36 5 54
36 6 51
36 7 59
36 8 45
36 9 49
36 10 38
36 11 46
36 12 45
36 13 44
36 14 39
36 15 59
36 16 48
36 17 41
36 18 52
36 19 53
36 20 57
36 21 38
36 22 47
36 23 58
36 24 49
36 25 59
36 26 48
36 27 57
36 28 58
36 29 41
36 30 40
36 31 57
36 32 60
36 33 47
36 34 36
36 35 53
36 36 0
36 37 58
36 38 53
36 39 51
36 40 47
36 41 44
36 42 40
36 43 55
36 44 55
36 45 58
36 46 51
36 47 43
36 48 45
36 49 37
36 50 57
36 51 39
36 52 53
36 53 40
37 1 37
37 2 39
37 3 37
37 4 45
37 5 45
37 6 37
37 7 39
37 8 60
37 9 54
37 10 54
37 11 53
37 12 39
37 13 59
37 14 56
37 15 57
37 16 53
37 17 46
37 18 49
37 19 44
37 20 45
37 21 36
37 22 47
37 23 46
37 24 58
37 25 52
37 26 57
37 27 60
37 28 50
37 29 53
37 30 59
37 31 42
37 32 60
37 33 48
37 34 39
37 35 37
37 36 37
37 37 0
37 38 51
37 39 38
37 40 47
37 41 57
37 42 55
37 43 52
37 44 49
37 45 55
37 46 51
37 47 55
37 48 57
37 49 47
37 50 36
37 51 54
37 52 42
37 53 50
38 1 42
38 2 54
38 3 36
38 4 59
38 5 50
38 6 56
38 7 56
38 8 45
38 9 54
38 10 52
38 11 60
38 12 38
38 13 36
38 14 35
38 15 55
38 16 38
38 17 47
38 18 55
38 19 53
38 20 58
38 21 50
38 22 46
38 23 43
38 24 45
38 25 57
38 26 39
38 27 57
38 28 38
38 29 44
38 30 49
38 31 42
38 32 53
38 33 57
38 34 57
38 35 38
38 36 57
38 37 43
38 38 0
38 39 59
38 40 45
38 41 48
38 42 42
38 43 36
38 44 51
38 45 37
38 46 45
38 47 47
38 48 38
38 49 39
38 50 55
38 51 50
38 52 59
38 53 52
39 1 41
39 2 58
39 3 39
39 4 55
39 5 37
39 6 42
39 7 56
39 8 41
39 9 60
39 10 43
39 11 39
39 12 56
39 13 37
39 14 55
39 15 57
39 16 48
39 17 47
39 18 59
39 19 43
39 20 37
39 21 52
39 22 48
39 23 58
39 24 49
39 25 56
39 26 56
39 27 41
39 28 38
39 29 40
39 30 36
39 31 60
39 32 39
39 33 37
39 34 48
39 35 52
39 36 55
39 37 41
39 38 57
39 39 0
39 40 43
39 41 40
39 42 36
39 43 58
39 44 59
39 45 50
39 46 47
39 47 45
39 48 41
39 49 37
39 50 42
39 51 41
39 52 59
39 53 49
40 1 36
40 2 42
40 3 36
40 4 51
40 5 49
40 6 53
40 7 37
40 8 55
40 9 35
40 10 51
40 11 39
40 12 51
40 13 59
40 14 56
40 15 56
40 16 35
40 17 44
40 18 36
40 19 55
40 20 46
40 21 40
40 22 58
40 23 50
40 24 59
40 25 56
40 26 41
40 27 36
40 28 37
40 29 41
40 30 50
40 31 52
40 32 47
40 33 38
40 34 51
40 35 47
40 36 47
40 37 47
40 38 39
40 39 59
40 40 0
40 41 51
40 42 35
40 43 51
40 44 38
40 45 37
40 46 49
40 47 45
40 48 53
40 49 48
40 50 46
40 51 37
40 52 36
40 53 44
41 1 42
41 2 58
41 3 51
41 4 51
41 5 46
41 6 49
41 7 36
41 8 47
41 9 49
41 10 56
41 11 45
41 12 48
41 13 46
41 14 42
41 15 45
41 16 55
41 17 35
41 18 50
41 19 51
41 20 58
41 21 53
41 22 51
41 23 48
41 24 60
41 25 45
41 26 47
41 27 42
41 28 49
41 29 51
41 30 42
41 31 38
41 32 50
41 33 38
41 34 51
41 35 36
41 36 41
41 37 38
41 38 40
41 39 60
41 40 52
41 41 0
41 42 51
41 43 37
41 44 54
41 45 40
41 46 53
41 47 52
41 48 46
41 49 43
41 50 40
41 51 51
41 52 47
41 53 56
42 1 36
42 2 60
42 3 36
42 4 50
42 5 55
42 6 41
42 7 49
42 8 57
42 9 40
42 10 45
42 11 51
42 12 41
42 13 38
42 14 52
42 15 35
42 16 39
42 17 50
42 18 42
42 19 58
42 20 51
42 21 35
42 22 56
42 23 49
42 24 58
42 25 55
42 26 48
42 27 53
42 28 39
42 29 60
42 30 43
42 31 46
42 32 56
42 33 57
42 34 60
42 35 47
42 36 39
42 37 39
42 38 57
42 39 59
42 40 60
42 41 50
42 42 0
42 43 45
42 44 50
42 45 35
42 46 52
42 47 57
42 48 49
42 49 51
42 50 37
42 51 59
42 52 52
42 53 47
43 1 59
43 2 60
43 3 44
43 4 35
43 5 47
43 6 36
43 7 40
43 8 50
43 9 44
43 10 45
43 11 58
43 12 59
43 13 60
43 14 45
43 15 52
43 16 45
43 17 47
43 18 40
43 19 52
43 20 47
43 21 40
43 22 56
43 23 54
43 24 55
43 25 36
43 26 59
43 27 36
43 28 38
43 29 55
43 30 38
43 31 59
43 32 36
43 33 58
43 34 59
43 35 50
43 36 38
43 37 60
43 38 41
43 39 53
43 40 47
43 41 42
43 42 42
43 43 0
43 44 56
43 45 41
43 46 41
43 47 50
43 48 46
43 49 35
43 50 46
43 51 48
43 52 35
43 53 36
44 1 52
44 2 52
44 3 40
44 4 54
44 5 51
44 6 60
44 7 56
44 8 35
44 9 46
44 10 60
44 11 35
44 12 39
44 13 57
44 14 39
44 15 43
44 16 41
44 17 47
44 18 47
44 19 40
44 20 36
44 21 41
44 22 37
44 23 37
44 24 41
44 25 41
44 26 41
44 27 36
44 28 54
44 29 57
44 30 40
44 31 36
44 32 56
44 33 40
44 34 54
44 35 58
44 36 49
44 37 57
44 38 55
44 39 58
44 40 37
44 41 56
44 42 45
44 43 39
44 44 0
44 45 38
44 46 50
44 47 41
44 48 57
44 49 56
44 50 44
44 51 43
44 52 48
44 53 42
45 1 50
45 2 39
45 3 53
45 4 45
45 5 47
45 6 58
45 7 53
45 8 36
45 9 48
45 10 51
45 11 50
45 12 49
45 13 51
45 14 35
45 15 55
45 16 54
45 17 44
45 18 35
45 19 39
45 20 42
45 21 38
45 22 37
45 23 41
45 24 57
45 25 44
45 26 38
45 27 60
45 28 59
45 29 45
45 30 47
45 31 57
45 32 35
45 33 42
45 34 42
45 35 36
45 36 59
45 37 40
45 38 43
45 39 45
45 40 58
45 41 42
45 42 44
45 43 44
45 44 48
45 45 0
45 46 53
45 47 55
45 48 47
45 49 55
45 50 57
45 51 42
45 52 38
45 53 44
46 1 46
46 2 56
46 3 50
46 4 40
46 5 56
46 6 39
46 7 40
46 8 42
46 9 35
46 10 40
46 11 59
46 12 35
46 13 46
46 14 55
46 15 44
46 16 46
46 17 37
46 18 43
46 19 48
46 20 52
46 21 47
46 22 35
46 23 44
46 24 45
46 25 51
46 26 48
46 27 52
46 28 58
46 29 53
46 30 50
46 31 39
46 32 50
46 33 59
46 34 38
46 35 57
46 36 43
46 37 41
46 38 47
46 39 41
46 40 41
46 41 49
46 42 51
46 43 54
46 44 54
46 45 48
46 46 0
46 47 37
46 48 44
46 49 54
46 50 60
46 51 41
46 52 59
46 53 50
47 1 37
47 2 37
47 3 45
47 4 56
47 5 45
47 6 52
47 7 54
47 8 52
47 9 50
47 10 38
47 11 36
47 12 36
47 13 55
47 14 47
47 15 56
47 16 48
47 17 57
47 18 52
47 19 37
47 20 46
47 21 46
47 22 56
47 23 40
47 24 58
47 25 47
47 26 35
47 27 60
47 28 52
47 29 38
47 30 52
47 31 42
47 32 41
47 33 40
47 34 48
47 35 41
47 36 58
47 37 46
47 38 58
47 39 36
47 40 50
47 41 35
47 42 60
47 43 35
47 44 38
47 45 38
47 46 55
47 47 0
47 48 60
47 49 39
47 50 43
47 51 42
47 52 38
47 53 47
48 1 58
48 2 52
48 3 35
48 4 48
48 5 51
48 6 40
48 7 41
48 8 60
48 9 45
48 10 42
48 11 59
48 12 37
48 13 52
48 14 55
48 15 56
48 16 35
48 17 44
48 18 48
48 19 60
48 20 44
48 21 36
48 22 35
48 23 40
48 24 40
48 25 40
48 26 47
48 27 40
48 28 51
48 29 60
48 30 55
48 31 48
48 32 36
48 33 52
48 34 53
48 35 35
48 36 38
48 37 39
48 38 56
48 39 43
48 40 46
48 41 41
48 42 44
48 43 47
48 44 52
48 45 59
48 46 51
48 47 37
48 48 0
48 49 45
48 50 52
48 51 58
48 52 57
48 53 43
49 1 50
49 2 36
49 3 48
49 4 36
49 5 49
49 6 41
49 7 54
49 8 44
49 9 50
49 10 51
49 11 56
49 12 41
49 13 57
49 14 47
49 15 42
49 16 43
49 17 46
49 18 59
49 19 55
49 20 39
49 21 47
49 22 53
49 23 38
49 24 46
49 25 41
49 26 57
49 27 57
49 28 46
49 29 58
49 30 46
49 31 51
49 32 39
49 33 43
49 34 36
49 35 37
49 36 39
49 37 58
49 38 56
49 39 51
49 40 53
49 41 37
49 42 40
49 43 58
49 44 45
49 45 55
49 46 36
49 47 41
49 48 60
49 49 0
49 50 37
49 51 47
49 52 48
49 53 37
50 1 36
50 2 43
50 3 41
50 4 42
50 5 41
50 6 54
50 7 36
50 8 41
50 9 37
50 10 40
50 11 57
50 12 44
50 13 41
50 14 36
50 15 39
50 16 36
50 17 51
50 18 36
50 19 43
50 20 42
50 21 46
50 22 55
50 23 52
50 24 60
50 25 39
50 26 58
50 27 44
50 28 49
50 29 53
50 30 48
50 31 37
50 32 42
50 33 40
50 34 49
50 35 42
50 36 36
50 37 46
50 38 56
50 39 54
50 40 60
50 41 39
50 42 36
50 43 39
50 44 53
50 45 52
50 46 43
50 47 53
50 48 36
50 49 37
50 50 0
50 51 46
50 52 36
50 53 47
51 1 35
51 2 41
51 3 36
51 4 44
51 5 47
51 6 55
51 7 38
51 8 50
51 9 35
51 10 48
51 11 40
51 12 45
51 13 44
51 14 54
51 15 58
51 16 60
51 17 47
51 18 56
51 19 39
51 20 36
51 21 60
51 22 39
51 23 57
51 24 39
51 25 38
51 26 52
51 27 39
51 28 56
51 29 59
51 30 45
51 31 52
51 32 48
51 33 52
51 34 41
51 35 50
51 36 44
51 37 50
51 38 57
51 39 47
51 40 52
51 41 46
51 42 41
51 43 47
51 44 50
51 45 55
51 46 47
51 47 46
51 48 40
51 49 55
51 50 55
51 51 0
51 52 59
51 53 55
52 1 46
52 2 39
52 3 44
52 4 35
52 5 54
52 6 43
52 7 59
52 8 60
52 9 52
52 10 51
52 11 36
52 12 45
52 13 36
52 14 36
52 15 39
52 16 43
52 17 39
52 18 43
52 19 52
52 20 37
52 21 50
52 22 36
52 23 45
52 24 60
52 25 51
52 26 42
52 27 43
52 28 50
52 29 39
52 30 43
52 31 35
52 32 35
52 33 59
52 34 41
52 35 55
52 36 44
52 37 46
52 38 60
52 39 52
52 40 46
52 41 36
52 42 41
52 43 42
52 44 51
52 45 42
52 46 55
52 47 50
52 48 42
52 49 43
52 50 45
52 51 59
52 52 0
52 53 50
53 1 53
53 2 40
53 3 36
53 4 46
53 5 38
53 6 43
53 7 49
53 8 35
53 9 48
53 10 45
53 11 47
53 12 41
53 13 58
53 14 46
53 15 57
53 16 58
53 17 37
53 18 40
53 19 56
53 20 40
53 21 51
53 22 55
53 23 50
53 24 43
53 25 36
53 26 40
53 27 41
53 28 51
53 29 38
53 30 49
53 31 50
53 32 40
53 33 54
53 34 36
53 35 56
53 36 57
53 37 52
53 38 37
53 39 40
53 40 49
53 41 57
53 42 56
53 43 35
53 44 41
53 45 36
53 46 43
53 47 46
53 48 49
53 49 45
53 50 36
53 51 44
53 52 54
53 53 0
;
param Rinit :=
1 1 0
1 2 0
1 3 0
1 4 0
1 5 0
1 6 0
1 7 0
1 8 0
1 9 0
1 10 0
1 11 0
53 1 0
53 2 0
53 3 0
53 4 0
53 5 0
53 6 0
53 7 0
53 8 0
53 9 0
53 10 0
53 11 0
;
