param sigma
43 32 8.21
43 33 9.21
43 34 10.21
43 35 11.20
43 36 12.19
43 37 13.19
43 38 14.23
43 39 15.36
43 40 17.03
43 41 2.36
43 42 1.12
43 43 0.00
43 44 1.05
43 45 2.07
43 46 3.06
43 47 4.03
43 48 5.01
43 49 6.00
43 50 7.02
43 51 8.10
43 52 9.31
43 53 11.37
43 54 6.58
43 55 6.37
43 56 6.19
43 57 6.05
43 58 5.95
43 59 5.89
43 60 5.89
43 61 5.92
43 62 6.00
43 63 6.13
43 64 6.30
43 65 6.50
43 66 6.81
43 67 9.72
43 68 10.28
43 69 10.72
43 70 11.08
43 71 11.39
43 72 11.65
43 73 11.87
43 74 12.05
43 75 12.19
43 76 12.27
43 77 12.28
43 78 12.12
43 79 11.15
43 80 2.28
44 1 13.83
44 2 11.10
44 3 12.22
44 4 13.17
44 5 14.00
44 6 14.75
44 7 15.43
44 8 16.05
44 9 16.62
44 10 17.13
44 11 17.59
44 12 17.98
44 13 18.25
44 14 17.94
44 15 8.74
44 16 9.96
44 17 11.08
44 18 12.13
44 19 13.12
44 20 14.06
44 21 14.96
44 22 15.84
44 23 16.69
44 24 17.52
44 25 18.33
44 26 19.13
44 27 19.98
44 28 4.53
44 29 5.18
44 30 6.05
44 31 7.00
44 32 7.99
44 33 8.98
44 34 9.98
44 35 10.99
44 36 12.01
44 37 13.06
44 38 14.14
44 39 15.34
44 40 17.19
44 41 3.39
44 42 2.17
44 43 1.05
44 44 0.00
44 45 1.02
44 46 2.02
44 47 3.01
44 48 4.00
44 49 5.01
44 50 6.06
44 51 7.18
44 52 8.45
44 53 10.68
44 54 7.64
44 55 7.41
44 56 7.20
44 57 7.00
44 58 6.82
44 59 6.66
44 60 6.53
44 61 6.42
44 62 6.33
44 63 6.27
44 64 6.23
44 65 6.19
44 66 6.05
44 67 10.69
44 68 11.28
44 69 11.75
44 70 12.13
44 71 12.44
44 72 12.70
44 73 12.92
44 74 13.09
44 75 13.20
44 76 13.26
44 77 13.22
44 78 13.00
44 79 11.86
44 80 1.49
45 1 14.55
45 2 11.75
45 3 12.91
45 4 13.89
45 5 14.75
45 6 15.52
45 7 16.23
45 8 16.88
45 9 17.48
45 10 18.02
45 11 18.51
45 12 18.92
45 13 19.22
45 14 18.95
45 15 9.09
45 16 10.27
45 17 11.39
45 18 12.44
45 19 13.44
45 20 14.41
45 21 15.34
45 22 16.24
45 23 17.13
45 24 17.99
45 25 18.85
45 26 19.71
45 27 20.69
45 28 4.80
45 29 5.22
45 30 5.95
45 31 6.82
45 32 7.76
45 33 8.74
45 34 9.74
45 35 10.75
45 36 11.79
45 37 12.87
45 38 14.00
45 39 15.25
45 40 17.26
45 41 4.37
45 42 3.17
45 43 2.07
45 44 1.02
45 45 0.00
45 46 1.00
45 47 2.00
45 48 3.01
45 49 4.03
45 50 5.11
45 51 6.26
45 52 7.58
45 53 9.96
45 54 8.64
45 55 8.43
45 56 8.21
45 57 7.99
45 58 7.76
45 59 7.54
45 60 7.33
45 61 7.12
45 62 6.91
45 63 6.70
45 64 6.47
45 65 6.18
45 66 5.53
45 67 11.58
45 68 12.22
45 69 12.72
45 70 13.12
45 71 13.44
45 72 13.72
45 73 13.94
45 74 14.10
45 75 14.21
45 76 14.25
45 77 14.19
45 78 13.93
45 79 12.67
45 80 1.08
46 1 15.21
46 2 12.34
46 3 13.52
46 4 14.53
46 5 15.43
46 6 16.23
46 7 16.97
46 8 17.65
46 9 18.27
46 10 18.85
46 11 19.36
46 12 19.81
46 13 20.13
46 14 19.92
46 15 9.41
46 16 10.55
46 17 11.65
46 18 12.70
46 19 13.72
46 20 14.70
46 21 15.65
46 22 16.58
46 23 17.49
46 24 18.40
46 25 19.30
46 26 20.21
46 27 21.31
46 28 5.14
46 29 5.33
46 30 5.89
46 31 6.66
46 32 7.54
46 33 8.49
46 34 9.47
46 35 10.49
46 36 11.54
46 37 12.63
46 38 13.80
46 39 15.11
46 40 17.27
46 41 5.33
46 42 4.15
46 43 3.06
46 44 2.02
46 45 1.00
46 46 0.00
46 47 1.00
46 48 2.02
46 49 3.06
46 50 4.15
46 51 5.33
46 52 6.70
46 53 9.22
46 54 9.60
46 55 9.42
46 56 9.21
46 57 8.98
46 58 8.74
46 59 8.49
46 60 8.22
46 61 7.94
46 62 7.65
46 63 7.33
46 64 6.95
46 65 6.46
46 66 5.28
46 67 12.42
46 68 13.10
46 69 13.63
46 70 14.06
46 71 14.41
46 72 14.70
46 73 14.93
46 74 15.10
46 75 15.21
46 76 15.25
46 77 15.18
46 78 14.90
46 79 13.56
46 80 1.37
47 1 15.81
47 2 12.89
47 3 14.09
47 4 15.13
47 5 16.05
47 6 16.88
47 7 17.65
47 8 18.36
47 9 19.01
47 10 19.62
47 11 20.16
47 12 20.64
47 13 21.01
47 14 20.86
47 15 9.70
47 16 10.80
47 17 11.87
47 18 12.92
47 19 13.93
47 20 14.93
47 21 15.90
47 22 16.85
47 23 17.79
47 24 18.73
47 25 19.67
47 26 20.64
47 27 21.86
47 28 5.54
47 29 5.50
47 30 5.89
47 31 6.53
47 32 7.33
47 33 8.22
47 34 9.18
47 35 10.19
47 36 11.24
47 37 12.35
47 38 13.55
47 39 14.91
47 40 17.20
47 41 6.26
47 42 5.11
47 43 4.03
47 44 3.01
47 45 2.00
47 46 1.00
47 47 0.00
47 48 1.02
47 49 2.07
47 50 3.17
47 51 4.37
47 52 5.79
47 53 8.44
47 54 10.54
47 55 10.40
47 56 10.21
47 57 9.98
47 58 9.74
47 59 9.47
47 60 9.18
47 61 8.86
47 62 8.51
47 63 8.11
47 64 7.63
47 65 6.98
47 66 5.34
47 67 13.21
47 68 13.94
47 69 14.51
47 70 14.96
47 71 15.34
47 72 15.65
47 73 15.90
47 74 16.09
47 75 16.21
47 76 16.25
47 77 16.18
47 78 15.89
47 79 14.51
47 80 2.08
48 1 16.35
48 2 13.39
48 3 14.61
48 4 15.67
48 5 16.62
48 6 17.48
48 7 18.27
48 8 19.01
48 9 19.70
48 10 20.33
48 11 20.92
48 12 21.43
48 13 21.84
48 14 21.77
48 15 9.98
48 16 11.01
48 17 12.05
48 18 13.09
48 19 14.10
48 20 15.10
48 21 16.09
48 22 17.06
48 23 18.03
48 24 19.00
48 25 19.98
48 26 21.00
48 27 22.35
48 28 5.97
48 29 5.73
48 30 5.92
48 31 6.42
48 32 7.12
48 33 7.94
48 34 8.86
48 35 9.85
48 36 10.90
48 37 12.02
48 38 13.24
48 39 14.64
48 40 17.07
48 41 7.18
48 42 6.06
48 43 5.01
48 44 4.00
48 45 3.01
48 46 2.02
48 47 1.02
48 48 0.00
48 49 1.05
48 50 2.17
48 51 3.39
48 52 4.84
48 53 7.62
48 54 11.45
48 55 11.36
48 56 11.20
48 57 10.99
48 58 10.75
48 59 10.49
48 60 10.19
48 61 9.85
48 62 9.47
48 63 9.02
48 64 8.47
48 65 7.70
48 66 5.71
48 67 13.97
48 68 14.74
48 69 15.35
48 70 15.84
48 71 16.25
48 72 16.58
48 73 16.85
48 74 17.06
48 75 17.20
48 76 17.25
48 77 17.19
48 78 16.91
48 79 15.51
48 80 2.92
49 1 16.84
49 2 13.85
49 3 15.08
49 4 16.16
49 5 17.13
49 6 18.02
49 7 18.85
49 8 19.62
49 9 20.33
49 10 21.00
49 11 21.62
49 12 22.17
49 13 22.63
49 14 22.66
49 15 10.23
49 16 11.19
49 17 12.19
49 18 13.20
49 19 14.21
49 20 15.21
49 21 16.21
49 22 17.20
49 23 18.19
49 24 19.19
49 25 20.21
49 26 21.29
49 27 22.76
49 28 6.45
49 29 6.01
49 30 6.00
49 31 6.34
49 32 6.91
49 33 7.65
49 34 8.51
49 35 9.47
49 36 10.50
49 37 11.62
49 38 12.86
49 39 14.30
49 40 16.86
49 41 8.10
49 42 7.02
49 43 6.00
49 44 5.01
49 45 4.03
49 46 3.06
49 47 2.07
49 48 1.05
49 49 0.00
49 50 1.12
49 51 2.36
49 52 3.84
49 53 6.73
49 54 12.35
49 55 12.31
49 56 12.19
49 57 12.01
49 58 11.79
49 59 11.54
49 60 11.24
49 61 10.90
49 62 10.50
49 63 10.03
49 64 9.43
49 65 8.59
49 66 6.36
49 67 14.69
49 68 15.51
49 69 16.16
49 70 16.69
49 71 17.13
49 72 17.49
49 73 17.79
49 74 18.03
49 75 18.19
49 76 18.27
49 77 18.22
49 78 17.96
49 79 16.57
49 80 3.82
50 1 17.28
50 2 14.26
50 3 15.50
50 4 16.60
50 5 17.59
50 6 18.51
50 7 19.36
50 8 20.16
50 9 20.92
50 10 21.62
50 11 22.28
50 12 22.87
50 13 23.38
50 14 23.52
50 15 10.45
50 16 11.32
50 17 12.27
50 18 13.26
50 19 14.25
50 20 15.25
50 21 16.25
50 22 17.25
50 23 18.26
50 24 19.29
50 25 20.35
50 26 21.49
50 27 23.10
50 28 6.95
50 29 6.33
50 30 6.13
50 31 6.27
50 32 6.69
50 33 7.33
50 34 8.11
50 35 9.02
50 36 10.03
50 37 11.14
50 38 12.38
50 39 13.86
50 40 16.54
50 41 9.03
50 42 8.00
50 43 7.02
50 44 6.06
50 45 5.11
50 46 4.15
50 47 3.17
50 48 2.17
50 49 1.12
50 50 0.00
50 51 1.24
50 52 2.75
50 53 5.75
50 54 13.25
50 55 13.27
50 56 13.19
50 57 13.05
50 58 12.87
50 59 12.63
50 60 12.35
50 61 12.02
50 62 11.62
50 63 11.14
50 64 10.52
50 65 9.63
50 66 7.25
50 67 15.38
50 68 16.25
50 69 16.95
50 70 17.52
50 71 17.99
50 72 18.40
50 73 18.73
50 74 19.00
50 75 19.19
50 76 19.29
50 77 19.27
50 78 19.04
50 79 17.68
50 80 4.79
51 1 17.64
51 2 14.61
51 3 15.85
51 4 16.96
51 5 17.98
51 6 18.92
51 7 19.81
51 8 20.64
51 9 21.43
51 10 22.17
51 11 22.87
51 12 23.52
51 13 24.10
51 14 24.36
51 15 10.63
51 16 11.39
51 17 12.28
51 18 13.22
51 19 14.19
51 20 15.18
51 21 16.18
51 22 17.19
51 23 18.22
51 24 19.28
51 25 20.37
51 26 21.57
51 27 23.33
51 28 7.50
51 29 6.70
51 30 6.29
51 31 6.23
51 32 6.47
51 33 6.95
51 34 7.63
51 35 8.47
51 36 9.43
51 37 10.52
51 38 11.76
51 39 13.26
51 40 16.07
51 41 10.00
51 42 9.03
51 43 8.10
51 44 7.18
51 45 6.26
51 46 5.33
51 47 4.37
51 48 3.39
51 49 2.36
51 50 1.24
51 51 0.00
51 52 1.52
51 53 4.62
51 54 14.16
51 55 14.25
51 56 14.23
51 57 14.14
51 58 14.00
51 59 13.80
51 60 13.55
51 61 13.24
51 62 12.86
51 63 12.38
51 64 11.76
51 65 10.86
51 66 8.40
51 67 16.04
51 68 16.97
51 69 17.71
51 70 18.33
51 71 18.85
51 72 19.30
51 73 19.67
51 74 19.98
51 75 20.21
51 76 20.35
51 77 20.37
51 78 20.18
51 79 18.88
51 80 5.83
52 1 17.87
52 2 14.85
52 3 16.09
52 4 17.21
52 5 18.25
52 6 19.22
52 7 20.13
52 8 21.01
52 9 21.84
52 10 22.63
52 11 23.38
52 12 24.10
52 13 24.75
52 14 25.18
52 15 10.71
52 16 11.34
52 17 12.12
52 18 13.00
52 19 13.93
52 20 14.90
52 21 15.89
52 22 16.91
52 23 17.96
52 24 19.04
52 25 20.18
52 26 21.43
52 27 23.37
52 28 8.10
52 29 7.13
52 30 6.50
52 31 6.19
52 32 6.18
52 33 6.46
52 34 6.98
52 35 7.70
52 36 8.58
52 37 9.63
52 38 10.86
52 39 12.38
52 40 15.30
52 41 11.06
52 42 10.18
52 43 9.31
52 44 8.45
52 45 7.58
52 46 6.70
52 47 5.79
52 48 4.84
52 49 3.84
52 50 2.75
52 51 1.52
52 52 0.00
52 53 3.18
52 54 15.11
52 55 15.29
52 56 15.36
52 57 15.34
52 58 15.25
52 59 15.11
52 60 14.91
52 61 14.64
52 62 14.30
52 63 13.86
52 64 13.26
52 65 12.38
52 66 9.90
52 67 16.66
52 68 17.65
52 69 18.45
52 70 19.13
52 71 19.71
52 72 20.21
52 73 20.64
52 74 21.00
52 75 21.29
52 76 21.49
52 77 21.57
52 78 21.43
52 79 20.25
52 80 7.03
53 1 17.52
53 2 14.61
53 3 15.78
53 4 16.89
53 5 17.94
53 6 18.95
53 7 19.92
53 8 20.86
53 9 21.77
53 10 22.66
53 11 23.52
53 12 24.36
53 13 25.18
53 14 26.00
53 15 10.32
53 16 10.61
53 17 11.15
53 18 11.86
53 19 12.67
53 20 13.56
53 21 14.51
53 22 15.51
53 23 16.57
53 24 17.68
53 25 18.88
53 26 20.25
53 27 22.52
53 28 8.98
53 29 7.79
53 30 6.81
53 31 6.05
53 32 5.53
53 33 5.28
53 34 5.34
53 35 5.71
53 36 6.36
53 37 7.25
53 38 8.40
53 39 9.90
53 40 13.00
53 41 12.70
53 42 12.04
53 43 11.37
53 44 10.68
53 45 9.96
53 46 9.22
53 47 8.44
53 48 7.62
53 49 6.73
53 50 5.75
53 51 4.62
53 52 3.18
53 53 0.00
53 54 16.37
53 55 16.78
53 56 17.03
53 57 17.19
53 58 17.26
53 59 17.27
53 60 17.20
53 61 17.07
53 62 16.86
53 63 16.54
53 64 16.07
53 65 15.30
53 66 13.00
53 67 17.15
53 68 18.26
53 69 19.19
53 70 19.98
53 71 20.69
53 72 21.31
53 73 21.86
53 74 22.35
53 75 22.76
53 76 23.10
53 77 23.33
53 78 23.37
53 79 22.52
53 80 9.19
54 1 8.83
54 2 7.42
54 3 7.93
54 4 8.36
54 5 8.74
54 6 9.09
54 7 9.41
54 8 9.70
54 9 9.98
54 10 10.23
54 11 10.45
54 12 10.63
54 13 10.71
54 14 10.32
54 15 8.57
54 16 9.55
54 17 10.38
54 18 11.10
54 19 11.75
54 20 12.34
54 21 12.89
54 22 13.39
54 23 13.85
54 24 14.26
54 25 14.61
54 26 14.86
54 27 14.61
54 28 7.42
54 29 8.65
54 30 9.72
54 31 10.69
54 32 11.58
54 33 12.42
54 34 13.21
54 35 13.97
54 36 14.69
54 37 15.38
54 38 16.04
54 39 16.66
54 40 17.15
54 41 4.28
54 42 5.47
54 43 6.58
54 44 7.64
54 45 8.64
54 46 9.60
54 47 10.54
54 48 11.45
54 49 12.35
54 50 13.25
54 51 14.16
54 52 15.11
54 53 16.37
54 54 0.00
54 55 1.24
54 56 2.36
54 57 3.39
54 58 4.37
54 59 5.33
54 60 6.26
54 61 7.18
54 62 8.10
54 63 9.03
54 64 10.00
54 65 11.06
54 66 12.70
54 67 4.28
54 68 4.25
54 69 4.34
54 70 4.53
54 71 4.80
54 72 5.14
54 73 5.54
54 74 5.97
54 75 6.45
54 76 6.95
54 77 7.50
54 78 8.10
54 79 8.98
54 80 8.54
55 1 10.06
55 2 8.65
55 3 9.18
55 4 9.60
55 5 9.96
55 6 10.27
55 7 10.55
55 8 10.80
55 9 11.01
55 10 11.19
55 11 11.32
55 12 11.39
55 13 11.34
55 14 10.61
55 15 9.55
55 16 10.60
55 17 11.47
55 18 12.23
55 19 12.91
55 20 13.53
55 21 14.09
55 22 14.61
55 23 15.08
55 24 15.50
55 25 15.85
55 26 16.09
55 27 15.78
55 28 7.93
55 29 9.18
55 30 10.28
55 31 11.28
55 32 12.22
55 33 13.10
55 34 13.94
55 35 14.74
55 36 15.51
55 37 16.25
55 38 16.97
55 39 17.65
55 40 18.26
55 41 4.25
55 42 5.30
55 43 6.37
55 44 7.41
55 45 8.43
55 46 9.42
55 47 10.40
55 48 11.36
55 49 12.31
55 50 13.27
55 51 14.25
55 52 15.29
55 53 16.78
55 54 1.24
55 55 0.00
55 56 1.12
55 57 2.17
55 58 3.17
55 59 4.15
55 60 5.11
55 61 6.06
55 62 7.02
55 63 8.00
55 64 9.03
55 65 10.18
55 66 12.04
55 67 5.47
55 68 5.30
55 69 5.20
55 70 5.18
55 71 5.22
55 72 5.33
55 73 5.50
55 74 5.73
55 75 6.01
55 76 6.33
55 77 6.70
55 78 7.13
55 79 7.78
55 80 8.49
56 1 11.18
56 2 9.72
56 3 10.28
56 4 10.72
56 5 11.08
56 6 11.39
56 7 11.65
56 8 11.87
56 9 12.05
56 10 12.19
56 11 12.27
56 12 12.28
56 13 12.12
56 14 11.15
56 15 10.38
56 16 11.47
56 17 12.38
56 18 13.17
56 19 13.89
56 20 14.53
56 21 15.13
56 22 15.67
56 23 16.16
56 24 16.60
56 25 16.96
56 26 17.21
56 27 16.89
56 28 8.36
56 29 9.60
56 30 10.72
56 31 11.75
56 32 12.72
56 33 13.63
56 34 14.51
56 35 15.35
56 36 16.16
56 37 16.95
56 38 17.71
56 39 18.45
56 40 19.19
56 41 4.34
56 42 5.20
56 43 6.19
56 44 7.20
56 45 8.21
56 46 9.21
56 47 10.21
56 48 11.20
56 49 12.19
56 50 13.19
56 51 14.23
56 52 15.36
56 53 17.03
56 54 2.36
56 55 1.12
56 56 0.00
56 57 1.05
56 58 2.07
56 59 3.06
56 60 4.03
56 61 5.01
56 62 6.00
56 63 7.02
56 64 8.10
56 65 9.31
56 66 11.37
56 67 6.58
56 68 6.37
56 69 6.19
56 70 6.05
56 71 5.95
56 72 5.89
56 73 5.89
56 74 5.92
56 75 6.00
56 76 6.13
56 77 6.29
56 78 6.50
56 79 6.81
56 80 8.41
57 1 12.22
57 2 10.69
57 3 11.28
57 4 11.75
57 5 12.13
57 6 12.44
57 7 12.70
57 8 12.92
57 9 13.09
57 10 13.20
57 11 13.26
57 12 13.22
57 13 13.00
57 14 11.86
57 15 11.10
57 16 12.23
57 17 13.17
57 18 14.00
57 19 14.75
57 20 15.43
57 21 16.05
57 22 16.61
57 23 17.13
57 24 17.59
57 25 17.98
57 26 18.25
57 27 17.94
57 28 8.74
57 29 9.96
57 30 11.08
57 31 12.13
57 32 13.11
57 33 14.06
57 34 14.96
57 35 15.84
57 36 16.69
57 37 17.52
57 38 18.33
57 39 19.13
57 40 19.98
57 41 4.53
57 42 5.18
57 43 6.05
57 44 7.00
57 45 7.99
57 46 8.98
57 47 9.98
57 48 10.99
57 49 12.01
57 50 13.05
57 51 14.14
57 52 15.34
57 53 17.19
57 54 3.39
57 55 2.17
57 56 1.05
57 57 0.00
57 58 1.02
57 59 2.02
57 60 3.01
57 61 4.00
57 62 5.01
57 63 6.06
57 64 7.18
57 65 8.45
57 66 10.68
57 67 7.64
57 68 7.41
57 69 7.20
57 70 7.00
57 71 6.82
57 72 6.66
57 73 6.53
57 74 6.42
57 75 6.34
57 76 6.27
57 77 6.23
57 78 6.19
57 79 6.05
57 80 8.32
58 1 13.20
58 2 11.58
58 3 12.22
58 4 12.72
58 5 13.12
58 6 13.44
58 7 13.72
58 8 13.93
58 9 14.10
58 10 14.21
58 11 14.25
58 12 14.19
58 13 13.93
58 14 12.67
58 15 11.75
58 16 12.91
58 17 13.89
58 18 14.75
58 19 15.52
58 20 16.23
58 21 16.88
58 22 17.48
58 23 18.02
58 24 18.51
58 25 18.92
58 26 19.22
58 27 18.95
58 28 9.09
58 29 10.27
58 30 11.39
58 31 12.44
58 32 13.44
58 33 14.41
58 34 15.34
58 35 16.24
58 36 17.13
58 37 17.99
58 38 18.85
58 39 19.71
58 40 20.69
58 41 4.80
58 42 5.22
58 43 5.95
58 44 6.82
58 45 7.76
58 46 8.74
58 47 9.74
58 48 10.75
58 49 11.79
58 50 12.87
58 51 14.00
58 52 15.25
58 53 17.26
58 54 4.37
58 55 3.17
58 56 2.07
58 57 1.02
58 58 0.00
58 59 1.00
58 60 2.00
58 61 3.01
58 62 4.03
58 63 5.11
58 64 6.26
58 65 7.58
58 66 9.96
58 67 8.64
58 68 8.43
58 69 8.21
58 70 7.99
58 71 7.76
58 72 7.54
58 73 7.33
58 74 7.12
58 75 6.91
58 76 6.70
58 77 6.47
58 78 6.18
58 79 5.53
58 80 8.22
59 1 14.13
59 2 12.42
59 3 13.10
59 4 13.63
59 5 14.06
59 6 14.41
59 7 14.70
59 8 14.93
59 9 15.10
59 10 15.21
59 11 15.25
59 12 15.18
59 13 14.90
59 14 13.56
59 15 12.34
59 16 13.53
59 17 14.53
59 18 15.43
59 19 16.23
59 20 16.97
59 21 17.65
59 22 18.27
59 23 18.85
59 24 19.36
59 25 19.81
59 26 20.13
59 27 19.92
59 28 9.40
59 29 10.55
59 30 11.65
59 31 12.70
59 32 13.72
59 33 14.70
59 34 15.65
59 35 16.58
59 36 17.49
59 37 18.40
59 38 19.30
59 39 20.21
59 40 21.31
59 41 5.14
59 42 5.33
59 43 5.89
59 44 6.66
59 45 7.54
59 46 8.49
59 47 9.47
59 48 10.49
59 49 11.54
59 50 12.63
59 51 13.80
59 52 15.11
59 53 17.27
59 54 5.33
59 55 4.15
59 56 3.06
59 57 2.02
59 58 1.00
59 59 0.00
59 60 1.00
59 61 2.02
59 62 3.06
59 63 4.15
59 64 5.33
59 65 6.70
59 66 9.22
59 67 9.60
59 68 9.42
59 69 9.21
59 70 8.98
59 71 8.74
59 72 8.49
59 73 8.22
59 74 7.94
59 75 7.65
59 76 7.33
59 77 6.95
59 78 6.46
59 79 5.28
59 80 8.12
60 1 15.02
60 2 13.21
60 3 13.94
60 4 14.51
60 5 14.96
60 6 15.34
60 7 15.65
60 8 15.90
60 9 16.09
60 10 16.21
60 11 16.25
60 12 16.18
60 13 15.89
60 14 14.51
60 15 12.89
60 16 14.09
60 17 15.13
60 18 16.05
60 19 16.88
60 20 17.65
60 21 18.36
60 22 19.01
60 23 19.62
60 24 20.16
60 25 20.64
60 26 21.01
60 27 20.86
60 28 9.70
60 29 10.79
60 30 11.87
60 31 12.92
60 32 13.94
60 33 14.93
60 34 15.90
60 35 16.85
60 36 17.79
60 37 18.73
60 38 19.67
60 39 20.64
60 40 21.86
60 41 5.54
60 42 5.50
60 43 5.89
60 44 6.53
60 45 7.33
60 46 8.22
60 47 9.18
60 48 10.19
60 49 11.24
60 50 12.35
60 51 13.55
60 52 14.91
60 53 17.20
60 54 6.26
60 55 5.11
60 56 4.03
60 57 3.01
60 58 2.00
60 59 1.00
60 60 0.00
60 61 1.02
60 62 2.07
60 63 3.17
60 64 4.38
60 65 5.79
60 66 8.44
60 67 10.54
60 68 10.40
60 69 10.21
60 70 9.98
60 71 9.74
60 72 9.47
60 73 9.18
60 74 8.86
60 75 8.51
60 76 8.11
60 77 7.63
60 78 6.98
60 79 5.34
60 80 8.02
61 1 15.88
61 2 13.97
61 3 14.74
61 4 15.35
61 5 15.84
61 6 16.24
61 7 16.58
61 8 16.85
61 9 17.06
61 10 17.20
61 11 17.25
61 12 17.19
61 13 16.91
61 14 15.51
61 15 13.39
61 16 14.61
61 17 15.67
61 18 16.61
61 19 17.48
61 20 18.27
61 21 19.01
61 22 19.70
61 23 20.33
61 24 20.92
61 25 21.43
61 26 21.84
61 27 21.77
61 28 9.98
61 29 11.01
61 30 12.05
61 31 13.09
61 32 14.10
61 33 15.10
61 34 16.09
61 35 17.06
61 36 18.03
61 37 19.00
61 38 19.98
61 39 21.00
61 40 22.35
61 41 5.97
61 42 5.73
61 43 5.92
61 44 6.42
61 45 7.12
61 46 7.94
61 47 8.86
61 48 9.85
61 49 10.90
61 50 12.02
61 51 13.24
61 52 14.64
61 53 17.07
61 54 7.18
61 55 6.06
61 56 5.01
61 57 4.00
61 58 3.01
61 59 2.02
61 60 1.02
61 61 0.00
61 62 1.05
61 63 2.17
61 64 3.39
61 65 4.84
61 66 7.62
61 67 11.45
61 68 11.36
61 69 11.20
61 70 10.99
61 71 10.75
61 72 10.49
61 73 10.19
61 74 9.85
61 75 9.47
61 76 9.02
61 77 8.47
61 78 7.70
61 79 5.71
61 80 7.91
62 1 16.71
62 2 14.69
62 3 15.51
62 4 16.16
62 5 16.69
62 6 17.13
62 7 17.49
62 8 17.79
62 9 18.03
62 10 18.19
62 11 18.26
62 12 18.22
62 13 17.96
62 14 16.57
62 15 13.85
62 16 15.08
62 17 16.16
62 18 17.13
62 19 18.02
62 20 18.85
62 21 19.62
62 22 20.33
62 23 21.00
62 24 21.62
62 25 22.17
62 26 22.63
62 27 22.66
62 28 10.23
62 29 11.19
62 30 12.19
62 31 13.20
62 32 14.21
62 33 15.21
62 34 16.21
62 35 17.20
62 36 18.19
62 37 19.19
62 38 20.21
62 39 21.29
62 40 22.76
62 41 6.45
62 42 6.01
62 43 6.00
62 44 6.33
62 45 6.91
62 46 7.65
62 47 8.51
62 48 9.47
62 49 10.50
62 50 11.62
62 51 12.86
62 52 14.30
62 53 16.86
62 54 8.10
62 55 7.02
62 56 6.00
62 57 5.01
62 58 4.03
62 59 3.06
62 60 2.07
62 61 1.05
62 62 0.00
62 63 1.12
62 64 2.36
62 65 3.84
62 66 6.73
62 67 12.35
62 68 12.31
62 69 12.19
62 70 12.01
62 71 11.79
62 72 11.54
62 73 11.24
62 74 10.90
62 75 10.50
62 76 10.03
62 77 9.43
62 78 8.59
62 79 6.36
62 80 7.80
63 1 17.51
63 2 15.38
63 3 16.25
63 4 16.95
63 5 17.52
63 6 17.99
63 7 18.40
63 8 18.73
63 9 19.00
63 10 19.19
63 11 19.29
63 12 19.28
63 13 19.04
63 14 17.68
63 15 14.26
63 16 15.50
63 17 16.60
63 18 17.59
63 19 18.51
63 20 19.36
63 21 20.16
63 22 20.92
63 23 21.62
63 24 22.28
63 25 22.88
63 26 23.39
63 27 23.52
63 28 10.45
63 29 11.32
63 30 12.27
63 31 13.26
63 32 14.25
63 33 15.25
63 34 16.25
63 35 17.25
63 36 18.27
63 37 19.29
63 38 20.35
63 39 21.49
63 40 23.10
63 41 6.95
63 42 6.33
63 43 6.13
63 44 6.27
63 45 6.70
63 46 7.33
63 47 8.11
63 48 9.02
63 49 10.03
63 50 11.14
63 51 12.38
63 52 13.86
63 53 16.54
63 54 9.03
63 55 8.00
63 56 7.02
63 57 6.06
63 58 5.11
63 59 4.15
63 60 3.17
63 61 2.17
63 62 1.12
63 63 0.00
63 64 1.24
63 65 2.75
63 66 5.75
63 67 13.25
63 68 13.27
63 69 13.19
63 70 13.06
63 71 12.87
63 72 12.63
63 73 12.35
63 74 12.02
63 75 11.62
63 76 11.14
63 77 10.52
63 78 9.63
63 79 7.25
63 80 7.67
64 1 18.30
64 2 16.04
64 3 16.97
64 4 17.71
64 5 18.33
64 6 18.85
64 7 19.30
64 8 19.67
64 9 19.98
64 10 20.21
64 11 20.35
64 12 20.37
64 13 20.18
64 14 18.88
64 15 14.61
64 16 15.85
64 17 16.96
64 18 17.98
64 19 18.92
64 20 19.81
64 21 20.64
64 22 21.43
64 23 22.17
64 24 22.88
64 25 23.52
64 26 24.10
64 27 24.36
64 28 10.63
64 29 11.39
64 30 12.28
64 31 13.22
64 32 14.19
64 33 15.18
64 34 16.18
64 35 17.19
64 36 18.22
64 37 19.28
64 38 20.37
64 39 21.57
64 40 23.33
64 41 7.50
64 42 6.70
64 43 6.30
64 44 6.23
64 45 6.47
64 46 6.95
64 47 7.63
64 48 8.47
64 49 9.43
64 50 10.52
64 51 11.76
64 52 13.26
64 53 16.07
64 54 10.00
64 55 9.03
64 56 8.10
64 57 7.18
64 58 6.26
64 59 5.33
64 60 4.38
64 61 3.39
64 62 2.36
64 63 1.24
64 64 0.00
64 65 1.52
64 66 4.62
64 67 14.16
64 68 14.25
64 69 14.23
64 70 14.14
64 71 14.00
64 72 13.80
64 73 13.55
64 74 13.24
64 75 12.86
64 76 12.38
64 77 11.76
64 78 10.86
64 79 8.40
64 80 7.51
65 1 19.07
65 2 16.66
65 3 17.65
65 4 18.45
65 5 19.13
65 6 19.71
65 7 20.21
65 8 20.64
65 9 21.00
65 10 21.29
65 11 21.49
65 12 21.57
65 13 21.43
65 14 20.25
65 15 14.86
65 16 16.09
65 17 17.21
65 18 18.25
65 19 19.22
65 20 20.13
